"Latitude","Longitude","deviceSignalStrength","latencyAverage","downloadSpeed","uploadSpeed"
"37.44","-105.52",,,59.46,30.71
"37.44","-105.53",,,101.99,16.48
"37.44","-106.87",-100,517.91,11.92,27.52
"37.44","-106.9",-103,,0,0
"37.44","-107.55",-82,1019.34,52.92,170.51
"37.44","-107.8",-95,414.3,,
"37.44","-108.47",,447.17,39.68,0
"37.44","-108.48",-117,182.31,1148.28,463.3
"37.44","-108.49",-83,233.91,152.57,1112.51
"37.44","-108.62",-93,357.165,1011.76,1077.85
"37.44","-108.64",,329.8125,573.4675,799.8325
"37.45","-103.89",,,674.72,418.47
"37.45","-104.65",-87.5,971.9,126.99,0
"37.45","-105.36",-111,893.8,39.65,0
"37.45","-105.54",,,123.945,23.88
"37.45","-105.86",-77,464.5,,
"37.45","-105.87",-74,250,225.215,107.725
"37.45","-105.88",-67,237.6,701.54,210.67
"37.45","-105.9",-72,212.4,1410.11,277.85
"37.45","-105.91",-58.6666666667,232.2666666667,1060.8433333333,260.55
"37.45","-105.99",-40.6666666667,233.3333333333,809.3933333333,243.3666666667
"37.45","-106",-51,209.4,712.96,245.08
"37.45","-106.02",-87,215.6,431.085,227.905
"37.45","-106.03",-84,172.4,194.83,318.14
"37.45","-106.04",-99,250.2,80.19,0
"37.45","-106.06",-79,700,61.72,0
"37.45","-106.88",-77,,,
"37.45","-108.49",-85,376.5,374.47,161.7
"37.45","-108.5",-83.3333333333,186.01,995.07,1093.1933333333
"37.45","-108.51",-71,142.85,6440.14,1314.91
"37.45","-108.59",-99.5,357.585,844.97,935.845
"37.45","-108.6",,256.8233333333,800.2241666667,431.2966666667
"37.46","-102.62",-71,123,,
"37.46","-104.66",-106,948,,
"37.46","-105.35",,580.485,694.3,583.84
"37.46","-105.56",,247.2266666667,734.2,159.6833333333
"37.46","-105.86",,,,
"37.46","-105.87",-73.4255319149,387.0114893617,,
"37.46","-105.88",-78.875,308.025,,
"37.46","-105.89",-66,,104.0433333333,61.34
"37.46","-106.03",-89,956.2,129.07,0
"37.46","-106.87",-97,,,
"37.46","-107.55",-106,1244.32,52.44,131.09
"37.46","-108.51",-82,1161.27,27.56,155.38
"37.46","-108.52",-90,800.79,13.28,8.46
"37.46","-108.53",,263.6375,1035.895,1038.2375
"37.46","-108.62",,163.57,279.47,371.02
"37.46","-108.65",-83,254.58,483.57,258.87
"37.47","-105.34",-113,230.09,3741.9,1072.92
"37.47","-105.58",,,,
"37.47","-105.59",-55,237.5,1160.165,245.465
"37.47","-105.65",-81,218,1566.38,339.24
"37.47","-105.66",-101,424.3,771.35,173.64
"37.47","-105.69",-92,,26.28,125.765
"37.47","-105.71",-77,934.4,41.48,0
"37.47","-105.72",-91,872,105.71,0
"37.47","-105.78",,153.34,3419.18,463.75
"37.47","-105.79",-66,193.6,600.745,250.99
"37.47","-105.81",-94.5,542.2,963.49,137.06
"37.47","-105.82",-92,367.545,735.53,111.0375
"37.47","-105.83",-72,215.7,496.275,164.07
"37.47","-105.84",-72,441.9,837.95,163.335
"37.47","-105.85",,,,
"37.47","-105.86",-76.5,503.9566666667,,
"37.47","-105.88",,454.6245454545,,
"37.47","-105.89",,,,
"37.47","-105.9",-82.3260869565,371.0413043478,,
"37.47","-106.77",-92,,,
"37.47","-106.79",-89.5,181.34,482.195,89.655
"37.47","-106.85",-73,180,,
"37.47","-106.86",-86,246.01,215.55,415.49
"37.47","-107.8",-99,115,423.66,138.95
"37.47","-108.5",-97,394.36,545.71,808.9366666667
"37.47","-108.53",-104,347.26,1336.3,1225.05
"37.47","-108.54",,255.5,1028.275,704.645
"37.47","-108.55",-89,,408.32,686.76
"37.47","-108.57",-96,191.7,2147.32,1114.1
"37.48","-104.66",-81,311,444.99,108.185
"37.48","-104.96",,,1186.45,174.81
"37.48","-105.76",-80,203,556.79,245.11
"37.48","-105.85",-82.8888888889,325.8133333333,,
"37.48","-105.89",-69.5152,380.0976,,
"37.48","-105.9",-75.0909090909,370.1818181818,,
"37.48","-105.91",-79.1428571429,299.5714285714,640.7657142857,183.7028571429
"37.48","-105.92",-85.6666666667,1244.3,99.56,0
"37.48","-106.76",-98,221.47,203.975,24.3
"37.48","-106.78",-93,,206.49,158.64
"37.48","-106.79",-92,260.84,298.17,147.2
"37.48","-106.8",-81,268.74,435.43,52.1
"37.48","-106.83",-89,100,868.43,332.27
"37.48","-106.84",-108.5,4625.505,244.825,35.575
"37.48","-107.81",-92,223,,
"37.48","-108.55",-81,245.88,4150.96,1637.19
"37.48","-108.62",-103,121.5,892.16,974.73
"37.48","-108.64",-104,1253.94,655.12,157.03
"37.49","-104.66",-78,370.3,189.585,83.28
"37.49","-105.33",-96,383.85,944.75,182.58
"37.49","-105.93",-83.1111111111,441.7777777778,530.3677777778,157.3477777778
"37.49","-105.94",-93,222,6.44,0
"37.49","-105.96",-85,236,560.55,225.765
"37.49","-106.77",-97,167,,
"37.49","-107.81",-86,116.39,536.03,458.64
"37.49","-107.88",-104,971.59,19.33,0
"37.5","-104.67",-70,225.05,539.06,156.565
"37.5","-104.68",-62,246.8,2069.44,256.53
"37.5","-105.01",-75,197,402.32,193.47
"37.5","-105.85",-72,315.6,230.16,40.71
"37.5","-105.95",-89,399.852,1372.174,201.022
"37.5","-105.96",-64,231.3333333333,1392.9233333333,256.1166666667
"37.5","-105.97",-73.6666666667,228.4333333333,429.2883333333,123.4416666667
"37.5","-106.03",-86,240.6,239.25,0
"37.5","-106.77",-96.5,239.33,464.06,46.05
"37.5","-107.81",-106.25,267.62,,
"37.5","-108.67",-95,392.55,110.86,73.41
"37.51","-104.69",-75.5,213.4,2402.98,204.755
"37.51","-105.3",,0,2.87,69.88
"37.51","-105.85",-79.3333333333,232.2666666667,348.5133333333,133.5033333333
"37.51","-105.97",-75.75,241.45,578.27,194.125
"37.51","-105.98",-75.875,374.5,510.665,136.01625
"37.51","-105.99",,726.1716666667,326.44,102.075
"37.51","-106.77",-103,,,
"37.51","-107.81",-113,189.5,,
"37.51","-108.68",-103,164.54,1792.52,25.61
"37.52","-104.67",-91,,,
"37.52","-104.7",-59.5,221.9,606.19,212.59
"37.52","-105.99",-60,218.6,231.32,177.91
"37.52","-106",-72,680,400.07,144.9233333333
"37.52","-106.01",-71.9090909091,253.4363636364,,
"37.52","-106.02",-79,281.2,245.88,105.99
"37.52","-106.77",-97,190,,
"37.52","-108.77",-83,202.97,435.18,1269.54
"37.53","-104.7",-65.6666666667,249.1333333333,1173.4866666667,198.57
"37.53","-106.02",-105,,,
"37.53","-106.03",-78,,,
"37.53","-106.04",,395.1575,564.5925,204.13875
"37.53","-106.77",-105,1429,,
"37.53","-107.81",-60,278.4,1914.02,1241.29
"37.54","-104.71",-77,206.4,503.14,220.8
"37.54","-104.96",-73,225,224.65,192.99
"37.54","-104.97",-74,228.2,171.32,32.02
"37.54","-104.98",-70.2,537.82,707.558,147.742
"37.54","-104.99",-72.6666666667,764.5333333333,125.1066666667,0
"37.54","-105",-75.5,831.3,126.965,13.89
"37.54","-105.01",-64,234.4,1187.67,266.12
"37.54","-105.02",-72.5,226.5,1049.9,256.055
"37.54","-105.03",-82,193.8,956.84,263.02
"37.54","-105.04",,182.35,2564.53,1208.05
"37.54","-105.06",-77,184.4,982.38,270.15
"37.54","-105.07",-77,209.4,717.83,262.07
"37.54","-105.28",-113,222.04,2206.46,312.24
"37.54","-105.85",-92,370,131.88,10.28
"37.54","-106.04",-75.5,845.3,61.915,0
"37.54","-106.05",-71.3333333333,501.1333333333,460.5566666667,161.8366666667
"37.54","-106.06",-72.6666666667,410.4,269.4633333333,126.6733333333
"37.54","-106.77",,257.19,467.17,287.66
"37.54","-107.82",-78,281.055,,
"37.54","-107.84",-106,,0,0
"37.55","-104.71",-78,371.8,622.28,234.06
"37.55","-104.72",-80.6666666667,198.9333333333,383.68,132.3366666667
"37.55","-104.93",-113,641.8,5397.89,1010.61
"37.55","-104.94",,329.8542857143,1060.2642857143,294.2557142857
"37.55","-104.95",,514.858,827.95,294.012
"37.55","-104.96",-60,207.8,1246.965,272.575
"37.55","-104.97",-66.8333333333,211.4666666667,826.2533333333,218.2533333333
"37.55","-105.11",-109,206.78,1432.33,1609.35
"37.55","-105.13",,176.6,2211.69,1158.68
"37.55","-106.07",-66,256.2666666667,706.3966666667,160.9266666667
"37.55","-106.08",-80.8,654.32,441.662,140.144
"37.55","-106.12",-79,265.8,39.38,0
"37.55","-107.81",-91,196.62,359.16,20.32
"37.55","-107.82",-102.5,201.395,692.595,157.56
"37.55","-108.74",-99,199.42,1546.24,215.97
"37.56","-104.92",,224.44,1358.4066666667,679.1566666667
"37.56","-104.93",-62.8,234.36,1641.212,261.8
"37.56","-105.14",,,,
"37.56","-105.15",-113,203.26,3440.35,1003.42
"37.56","-106.03",-77,232.8,703.73,270.31
"37.56","-106.1",-76,564.6333333333,395.745,64.74
"37.56","-106.11",-56,206.2,800.33,272.03
"37.56","-106.13",-101,,196.5033333333,56.2033333333
"37.56","-106.14",-84,152.4,399.74,367.39
"37.56","-106.15",-99,1962.6,5.02,0
"37.56","-107.81",-113,270,,
"37.56","-108.74",-93.5,168.42,1290.315,421.79
"37.57","-104.72",-94.5,172.65,1013,890.585
"37.57","-104.73",-91.25,539,,
"37.57","-104.91",-92.5,421.9,146.385,4.705
"37.57","-104.92",-97.1666666667,379.9283333333,919.15,374.0866666667
"37.57","-105.17",-80,415.74,274.37,150.08
"37.57","-106.03",-73,238.5,262.98,207.42
"37.57","-106.08",-77.5,273.4,219.74,127.295
"37.57","-106.09",-67.75,178.8,,
"37.57","-106.1",-64.5,214.1,351.92,231.155
"37.57","-106.11",-77,172,649.565,178.385
"37.57","-106.12",-72.8888888889,275.2383333333,665.3844444444,206.2655555556
"37.57","-106.13",,,,
"37.57","-106.14",-81.2857142857,,,
"37.57","-106.15",-97,872.0625,,
"37.57","-106.2",-69,593.8,883.84,111.17
"37.57","-106.75",-120,,,
"37.57","-107.83",-104,141.06,781.48,180.78
"37.57","-108.75",-75,,,
"37.58","-104.73",-61.6666666667,219.8,672.94,236.64
"37.58","-104.74",-88,250.0066666667,,
"37.58","-104.87",-68.8,294.4,633.21,197.716
"37.58","-104.88",-62,207.2666666667,446.43,208.1466666667
"37.58","-104.89",-69.75,245.35,699.9,185.9875
"37.58","-104.9",,,1025.5844444444,176.5411111111
"37.58","-105.17",-69,253.2,701.85,211.08
"37.58","-105.18",-80,297,704.95,252.77
"37.58","-105.26",,204.09,1612.32,1346.86
"37.58","-105.86",-85,164,92.69,163.09
"37.58","-106.09",-74.5,206.3,519.36,206.08
"37.58","-106.14",-83.3125,,,
"37.58","-106.15",-60.6,239.12,915.976,194.513
"37.58","-106.16",-89.8,174.284,,
"37.58","-106.17",-65.25,361.7,261.5,104.63
"37.58","-106.18",-104,458.46,992.57,201.72
"37.58","-106.19",-83.4285714286,148.155,,
"37.58","-106.2",-81,170.75,,
"37.58","-107.82",-91.5,,,
"37.59","-104.74",-75.5,521.9,293.135,54.89
"37.59","-104.83",-82,187.4,738.48,236.25
"37.59","-104.84",-72.1428571429,346.4857142857,484.0757142857,195.4057142857
"37.59","-104.85",-66.3333333333,310.95,813.1116666667,160.4766666667
"37.59","-104.86",-65.5,221.9,898.99,227.1775
"37.59","-104.87",-48,212.4,563.64,223.4
"37.59","-105.18",-47,,,
"37.59","-106.09",-57,218.8,271.48,186.44
"37.59","-106.14",-74,820.4,336.595,114.655
"37.59","-106.19",-86,967.72,479.64,197.11
"37.59","-106.2",-69,171,,
"37.59","-107.82",-91.3333333333,217.19,,
"37.59","-108.77",-57,166.74,1193.71,691.87
"37.6","-104.75",-83,214.1,477.48,146.27
"37.6","-104.81",-69.1428571429,658.6057142857,966.0685714286,310.7157142857
"37.6","-104.82",-69.25,,648.5191666667,152.3075
"37.6","-104.83",,,592.6825,157.2052777778
"37.6","-105.18",-70,248.1866666667,845.6233333333,320.47
"37.6","-106.14",-76.8888888889,480.5111111111,300.1966666667,84.8533333333
"37.6","-106.21",-63,176.4,1434.2,326.87
"37.6","-107.81",-76,132.04,935.72,566.71
"37.61","-104.75",-66,212.4,1133.68,187.45
"37.61","-104.76",,,1161.26,166.2183333333
"37.61","-104.77",-76,245.7333333333,1631.3333333333,227.0733333333
"37.61","-104.79",-74.3684210526,,787.2668421053,160.2621052632
"37.61","-104.8",-78.5555555556,365.7388888889,,
"37.61","-104.81",-68,322.56,1045.684,209.756
"37.61","-105.18",,248.78,1469.76,1531.19
"37.61","-105.21",-113,193.12,3711.81,911.92
"37.61","-106.14",-79.7,,,
"37.61","-106.22",-51,215.6,484.51,242.07
"37.61","-106.23",-70,257.12,887.46,245.72
"37.61","-106.69",-104,1517.57,472.78,762.54
"37.61","-106.7",-96,,0,0
"37.61","-106.71",-95,1371.49,,
"37.61","-107.81",-81,194.29,1152.13,1275.05
"37.61","-108.72",,,332.81,111.47
"37.62","-104.76",-74.5,237.5,979.975,255.08
"37.62","-104.77",-72,359.9658333333,747.2541666667,226.1325
"37.62","-104.78",,383.5626530612,,
"37.62","-104.79",-76,201.6,1226.805,211.045
"37.62","-106.09",-38,309.6,32.12,0
"37.62","-106.11",-64.5,204.7,572.145,207.45
"37.62","-106.14",-64.625,673.825,548.79375,146.8425
"37.62","-106.24",-95,2474,124.1,0
"37.62","-106.25",-107,2026,0.09,0
"37.62","-106.67",-120,337,,
"37.62","-106.68",-100,1120,,
"37.62","-107.81",-108.5,205.5866666667,,
"37.62","-108.78",-67,120.41,5595.84,1627.64
"37.63","-104.76",-64.4,1031.92,610.212,178.862
"37.63","-104.77",-79.8333333333,627.1,568.8183333333,158.3033333333
"37.63","-104.78",,,659.822,196.576
"37.63","-104.79",-75.2,222.44,887.556,218.66
"37.63","-105.86",-92,972,117.32,12.08
"37.63","-106.03",-77,200,498.24,247.99
"37.63","-106.09",-53.6666666667,256.3333333333,390.98,157.8433333333
"37.63","-106.14",-75.1538461538,,,
"37.63","-106.25",-100,1247,2.18,0
"37.63","-106.66",-103,,,
"37.63","-106.67",-101,493.3,760.68,30.99
"37.63","-107.81",-89.5,260.75,,
"37.63","-107.87",-113,,,
"37.63","-107.88",-113,,,
"37.64","-104.77",-77.3333333333,324,687.07,167.3166666667
"37.64","-104.78",-63.3333333333,195.7333333333,1462.7966666667,232.7533333333
"37.64","-104.79",-72.8333333333,239.315,1498.4466666667,239.3616666667
"37.64","-105.86",-89,160.73,240.44,97.38
"37.64","-106.03",-77,234.4,478.78,215.62
"37.64","-106.04",-71.5,203.1,486.64,214.22
"37.64","-106.09",-50,200,823.02,241.97
"37.64","-106.1",-64.5,209.4,188.71,184.02
"37.64","-106.14",-86.6666666667,229.2,157.85,61.4966666667
"37.64","-107.8",-113,308.74,808.42,79.77
"37.65","-104.78",-75,395.3,,
"37.65","-104.79",,156.2777777778,,
"37.65","-104.82",-85,300.1,1055.385,249.05
"37.65","-105.87",-62,462.6,199.37,44.69
"37.65","-106.09",-80.5,264.1,117.315,0
"37.65","-106.14",-72.6666666667,272.2,564.5666666667,171.4544444444
"37.65","-106.29",,529.7,15.6,8.555
"37.65","-106.65",-98.3333333333,334.33,,
"37.65","-107.81",-96,386.965,,
"37.65","-107.93",-113,,,
"37.65","-107.95",-113,,,
"37.66","-104.79",-66,327.6666666667,752.055,202.765
"37.66","-104.8",-76.5,207.9,1308.265,240.46
"37.66","-105.58",-104,111,490.24,66.34
"37.66","-105.69",-104,1397,97.65,4.8
"37.66","-105.73",-91,245,,
"37.66","-105.79",-113,,,
"37.66","-105.8",,,2372.82,975.59
"37.66","-105.81",-95,,,
"37.66","-105.87",-63,268.6,190.23,0
"37.66","-106.09",-82,318.8,51.58,0
"37.66","-106.14",-64,730.4866666667,212,60.0033333333
"37.66","-106.29",-103,1221.8,18.66,0
"37.66","-106.3",-71,209.4,877.83,215.53
"37.66","-106.31",-92.6666666667,526.3566666667,,
"37.66","-106.64",,,,
"37.66","-106.65",,173.4,1502.49,396.98
"37.66","-107.02",-97,,,
"37.66","-107.79",-82,1091,59.18,21.34
"37.67","-104.8",-78,341.1166666667,,
"37.67","-105.87",-71,209.4,604.825,206.52
"37.67","-106.09",-69,296.8,95.58,0
"37.67","-106.31",-93,900,127.67,0
"37.67","-106.33",,605.6,129.5766666667,184.07
"37.67","-106.34",-57.6666666667,227.36,596.56,231.18
"37.67","-106.35",-89.4615384615,,,
"37.67","-106.36",-64,206.38,416.385,134.4
"37.67","-106.37",-81.6666666667,337.57,508.3166666667,85.1566666667
"37.67","-106.38",-87,414.19,,
"37.67","-106.39",-90,733.72,376.5633333333,99.24
"37.67","-106.4",-86.6666666667,393.8666666667,,
"37.67","-106.41",-48,220.3,761.615,236.27
"37.67","-106.42",-86,260.25,1592.12,485.68
"37.67","-106.43",-81,552,,
"37.67","-106.44",-88,1428,21.47,0
"37.67","-106.45",-88,1381.2,25.63,0
"37.67","-106.46",-62.5,203.1,571,243.515
"37.67","-106.47",-72.5,130.25,459.08,397.125
"37.67","-106.48",-78.3333333333,312.9966666667,,
"37.67","-106.5",-105,1170.4,14.61,0
"37.67","-106.51",-61,193.8,393.31,185.01
"37.67","-106.55",,0,504.93,184.25
"37.67","-106.56",-97.5,172.67,350.235,477.03
"37.67","-106.57",-88,84.17,851.61,907.32
"37.67","-106.59",-81.3333333333,345.18,,
"37.67","-106.6",-96,118,851.39,122.19
"37.67","-106.61",-76.5,191.57,722.54,318.81
"37.67","-106.62",,226.01,,
"37.67","-106.63",,443.4483333333,,
"37.67","-106.65",-89,,,
"37.67","-107.78",-92.6666666667,,,
"37.67","-107.79",-91.5,233.075,,
"37.67","-108.8",-73,150.19,929.97,1.61
"37.68","-104.8",-78.375,205.825,697.11625,183.18125
"37.68","-104.84",-67,196.8,1588.12,232.05
"37.68","-106.14",-67.5,233.55,804.4375,229.45
"37.68","-106.35",-82.5,252.6725,,
"37.68","-106.36",-91,151,,
"37.68","-106.51",-68,187.1,,
"37.68","-106.52",-77,271.03,280.96,495.45
"37.68","-106.53",-73.5,524.65,,
"37.68","-106.54",-89.375,535.69125,,
"37.68","-107.77",-60,394.71,247.74,985.19
"37.68","-107.78",-82,492,,
"37.68","-108.82",-79,122.54,3334.28,1599.33
"37.69","-104.61",-67,750,47.79,0
"37.69","-104.8",-64,221.8,510.28,244.52
"37.69","-104.81",,,603.866,148.538
"37.69","-104.85",-80,559.4,576.28,126.66
"37.69","-105.54",,,1260.34,406.74
"37.69","-106.09",-69,246.8,188.89,0
"37.69","-106.14",-66,363.95,283.365,95.3025
"37.69","-106.33",-88,293.05,,
"37.69","-107.77",,,,
"37.69","-108.83",-77,227.53,1697.75,682.53
"37.7","-104.59",-83,534.4,46.53,0
"37.7","-104.81",-79.8461538462,265.0461538462,,
"37.7","-106.14",-75.5,295.4,100.025,41.615
"37.7","-106.32",-74,146.11,1194.61,363.09
"37.7","-106.33",-87,96.2,124.97,757.77
"37.7","-107.76",-85.5,251.315,436.535,316.65
"37.71","-104.81",-70.6666666667,,425.8166666667,134.54
"37.71","-104.82",-65,228.95,856.935,187.9725
"37.71","-105.52",-108.5,,,
"37.71","-106.03",-77.5,217.2,1006.655,243.74
"37.71","-106.14",-74.7142857143,,,
"37.71","-107.01",-85,,,
"37.71","-107.75",-83.75,221.2325,,
"37.72","-104.53",-65,212.4,907.41,262.17
"37.72","-104.54",-72,218.6,816.24,225.79
"37.72","-104.82",-72.5,362.6333333333,,
"37.72","-105.01",-73.5,237.4,729.395,246.5
"37.72","-105.5",,,1604.77,256.87
"37.72","-106.14",-76,179.7333333333,986.7733333333,64.64
"37.72","-106.29",-80,352.21,,
"37.72","-107.04",-120,,,
"37.72","-107.23",-101,,,
"37.72","-107.24",-99,,,
"37.72","-107.25",-101,,,
"37.72","-107.26",-93,,,
"37.72","-107.74",-90,244.69,238.46,139.3
"37.73","-104.5",-71,221.8,200.99,164.84
"37.73","-104.51",-72,271.8,496.29,198.67
"37.73","-104.82",-68.1666666667,221.4666666667,,
"37.73","-104.83",-74.5,134.9,,
"37.73","-105.51",,,284.58,216.3866666667
"37.73","-105.52",,,1482.77,8.21
"37.73","-106.14",-88.6666666667,143.8666666667,,
"37.73","-107.06",-90,,,
"37.73","-107.07",-120,,,
"37.73","-107.71",-83.5,,,
"37.73","-107.72",-96,203,341.76,76.66
"37.74","-104.83",-79.7692307692,380.7230769231,,
"37.74","-105.06",-73,204.7,689.745,196.065
"37.74","-105.5",-104,118,1522.77,144.52
"37.74","-105.51",,,1909.925,258.925
"37.74","-105.87",,,2226.19,1023.99
"37.74","-105.94",-38,290.6,192.03,162.78
"37.74","-105.95",-38,231.4,150.24,182.75
"37.74","-106.03",-90.5,1524.9,28.2,0
"37.74","-106.04",-86,212.5,1092.835,254.87
"37.74","-106.09",-57.5,215.65,683.1725,245.7075
"37.74","-106.1",-77,243.6,210.62,223.66
"37.74","-106.11",-74,212.6,255.435,100.98
"37.74","-106.12",-56,262.4,392.49,241.59
"37.74","-106.14",-83.2222222222,,,
"37.74","-106.15",-77,92.16,1101.395,495.105
"37.74","-106.16",-81.5,119,,
"37.74","-106.19",-81,1477,,
"37.74","-106.2",-93,143,,
"37.74","-106.22",-89,166,153.75,31.03
"37.74","-106.23",-76,207.8,320.25,138.635
"37.74","-106.24",-86,195.53,739.77,48.24
"37.74","-106.25",-86.5,108.815,,
"37.74","-106.26",-76,309.4,397.93,167.41
"37.74","-107",-93,,,
"37.74","-107.01",-113,,,
"37.74","-108.87",-80,,1305.7633333333,742.76
"37.75","-104.83",,,,
"37.75","-105.88",-103,183.2,722.38,140.93
"37.75","-106.14",-78.1111111111,212.9333333333,,
"37.75","-107.09",-81,,,
"37.75","-107.11",-120,,,
"37.75","-108.89",-91,156.29,2457.22,1663.43
"37.76","-104.83",-83.3333333333,247.4533333333,1046.4,196.5133333333
"37.76","-105.5",-108.5,,,
"37.76","-105.85",,,1347.11,774.58
"37.76","-105.88",-70,203.2,1474.24,210.82
"37.76","-105.89",-68,206.2,1450.76,238.7
"37.76","-106.11",-67,215.6,599.53,88.53
"37.76","-106.14",-78,564.292,143.45,24.902
"37.76","-106.82",-90.5,,,
"37.76","-107.1",-120,,,
"37.76","-107.11",-100.5,,,
"37.76","-108.9",-101,213.94,1271.16,946.01
"37.76","-108.91",,236.19,4647,1565.18
"37.77","-104.83",-72.8,223.56,,
"37.77","-105.5",-105,,,
"37.77","-105.85",,,2539.21,549.98
"37.77","-106.14",-79,315.6,1046.1,205.79
"37.77","-106.84",-101,,,
"37.77","-107.67",-82,323,,
"37.77","-108.93",-79,124.08,1614.42,601.39
"37.77","-108.94",-67,232,914.72,285.51
"37.78","-104.83",-86.8333333333,678.2216666667,554.375,120.5033333333
"37.78","-105.15",-52,212.4,1560.54,265.89
"37.78","-105.5",-109,,,
"37.78","-106.14",-59.625,258.225,699.7125,227.89625
"37.78","-106.99",-79,223,,
"37.78","-107.17",-97,,,
"37.78","-107.67",-104.7,1758.576,,
"37.78","-108.96",-80,220.09,945.91,103.89
"37.79","-104.82",-63,231.2,2000.58,268.86
"37.79","-104.83",,624.7177777778,1193.1022222222,261.9966666667
"37.79","-106.14",-74.1428571429,416.6171428571,,
"37.79","-106.98",-93.6086956522,,,
"37.79","-107.15",-99,,,
"37.79","-107.67",-89.5714285714,,,
"37.8","-104.82",-66.4,220.64,576.848,221.524
"37.8","-105.47",-113,,,
"37.8","-105.48",-105,,,
"37.8","-105.49",-105,,,
"37.8","-106.14",-61,,,
"37.8","-107.66",-97.7777777778,320.8744444444,,
"37.8","-107.67",-52.5,238.615,2002.325,1219.78
"37.81","-104.82",-72.5,,,
"37.81","-106.14",-66.3333333333,180.5866666667,639.47,252.5833333333
"37.81","-107.65",-113,382.385,2698.18,89.495
"37.81","-107.66",-93.2,275.559,,
"37.81","-107.69",-113,435.915,1978.265,106.35
"37.81","-109.02",-97,509.08,2103.04,226.79
"37.82","-104.82",-84.7,,,
"37.82","-105.45",-107.3333333333,,,
"37.82","-106.14",-78.5,237.45,427.4925,151.28
"37.82","-106.89",,525.485,507.805,166.775
"37.82","-107.72",-91,,0,0
"37.83","-104.82",,406.01125,377.28125,95.95
"37.83","-105.44",-104,,,
"37.83","-106.14",-67.25,212.6725,896.1775,205.55
"37.84","-104.82",,237.6033333333,,
"37.84","-105.43",-113,,,
"37.84","-105.89",-71,163.8,1068.41,321.96
"37.84","-106.14",-72.25,295.3,370.0625,75.4125
"37.84","-106.26",-72,121.5,,
"37.84","-106.92",,492.735,,
"37.85","-104.18",-101,476.68,587.29,404.11
"37.85","-104.82",-75.3333333333,253.0666666667,932.5233333333,223.8133333333
